,index,font_name,char,char_id,style,style_id,x_min,x_max,y_min,y_max,contour_max,order_max,split
284,284,Prompt-ExtraBoldItalic.ttf,Y,24,SANS_SERIF,0,118,844,0,699,1,10,train
285,285,Prompt-ExtraBoldItalic.ttf,Z,25,SANS_SERIF,0,-30,666,0,699,1,11,train
286,286,Prompt-ThinItalic.ttf,A,0,SANS_SERIF,0,10,590,0,699,2,9,train
287,287,Prompt-ThinItalic.ttf,B,1,SANS_SERIF,0,30,607,0,699,3,20,train
288,288,Prompt-ThinItalic.ttf,C,2,SANS_SERIF,0,74,743,-15,714,1,32,train
289,289,Prompt-ThinItalic.ttf,D,3,SANS_SERIF,0,30,672,0,699,2,12,train
290,290,Prompt-ThinItalic.ttf,E,4,SANS_SERIF,0,30,605,0,699,1,13,train
291,291,Prompt-ThinItalic.ttf,F,5,SANS_SERIF,0,30,605,0,699,1,11,train
292,292,Prompt-ThinItalic.ttf,G,6,SANS_SERIF,0,74,742,-15,714,1,36,train
293,293,Prompt-ThinItalic.ttf,H,7,SANS_SERIF,0,30,690,0,699,1,13,train
294,294,Prompt-ThinItalic.ttf,I,8,SANS_SERIF,0,30,206,0,699,1,5,train
295,295,Prompt-ThinItalic.ttf,J,9,SANS_SERIF,0,-11,371,-15,699,1,17,train
296,296,Prompt-ThinItalic.ttf,K,10,SANS_SERIF,0,30,605,0,699,1,12,train
297,297,Prompt-ThinItalic.ttf,L,11,SANS_SERIF,0,30,462,0,699,1,7,train
298,298,Prompt-ThinItalic.ttf,M,12,SANS_SERIF,0,30,837,0,699,1,14,train
299,299,Prompt-ThinItalic.ttf,N,13,SANS_SERIF,0,30,681,0,699,1,11,train
300,300,Prompt-ThinItalic.ttf,O,14,SANS_SERIF,0,74,816,-15,714,2,21,train
301,301,Prompt-ThinItalic.ttf,P,15,SANS_SERIF,0,30,595,0,699,2,14,train
302,302,Prompt-ThinItalic.ttf,Q,16,SANS_SERIF,0,75,816,0,714,2,23,train
303,303,Prompt-ThinItalic.ttf,R,17,SANS_SERIF,0,30,596,0,699,2,16,train
304,304,Prompt-ThinItalic.ttf,S,18,SANS_SERIF,0,13,549,-15,714,1,46,train
305,305,Prompt-ThinItalic.ttf,T,19,SANS_SERIF,0,133,642,0,699,1,9,train
306,306,Prompt-ThinItalic.ttf,U,20,SANS_SERIF,0,65,693,-15,699,1,23,train
307,307,Prompt-ThinItalic.ttf,V,21,SANS_SERIF,0,158,738,0,699,1,8,train
308,308,Prompt-ThinItalic.ttf,W,22,SANS_SERIF,0,158,1051,0,699,1,14,train
309,309,Prompt-ThinItalic.ttf,X,23,SANS_SERIF,0,10,712,0,699,1,13,train
310,310,Prompt-ThinItalic.ttf,Y,24,SANS_SERIF,0,158,696,0,699,1,10,train
311,311,Prompt-ThinItalic.ttf,Z,25,SANS_SERIF,0,10,642,0,699,1,11,train
312,312,Prompt-Black.ttf,A,0,SANS_SERIF,0,15,799,0,699,2,9,train
313,313,Prompt-Black.ttf,B,1,SANS_SERIF,0,35,665,0,699,3,17,train
314,314,Prompt-Black.ttf,C,2,SANS_SERIF,0,15,655,-15,714,1,28,train
315,315,Prompt-Black.ttf,D,3,SANS_SERIF,0,35,690,0,699,2,11,train
316,316,Prompt-Black.ttf,E,4,SANS_SERIF,0,35,553,0,699,1,13,train
317,317,Prompt-Black.ttf,F,5,SANS_SERIF,0,35,553,0,699,1,11,train
318,318,Prompt-Black.ttf,G,6,SANS_SERIF,0,15,672,-15,714,1,31,train
319,319,Prompt-Black.ttf,H,7,SANS_SERIF,0,35,701,0,699,1,13,train
320,320,Prompt-Black.ttf,I,8,SANS_SERIF,0,35,272,0,699,1,5,train
321,321,Prompt-Black.ttf,J,9,SANS_SERIF,0,-5,379,-15,699,1,16,train
322,322,Prompt-Black.ttf,K,10,SANS_SERIF,0,35,758,0,699,1,12,train
323,323,Prompt-Black.ttf,L,11,SANS_SERIF,0,35,533,0,699,1,7,train
324,324,Prompt-Black.ttf,M,12,SANS_SERIF,0,35,807,0,699,1,14,train
325,325,Prompt-Black.ttf,N,13,SANS_SERIF,0,35,679,0,699,1,11,train
326,326,Prompt-Black.ttf,O,14,SANS_SERIF,0,15,774,-15,714,2,17,train
327,327,Prompt-Black.ttf,P,15,SANS_SERIF,0,35,653,0,699,2,12,train
328,328,Prompt-Black.ttf,Q,16,SANS_SERIF,0,15,796,0,714,2,19,train
329,329,Prompt-Black.ttf,R,17,SANS_SERIF,0,35,653,0,699,2,15,train
330,330,Prompt-Black.ttf,S,18,SANS_SERIF,0,15,565,-15,714,1,40,train
331,331,Prompt-Black.ttf,T,19,SANS_SERIF,0,0,595,0,699,1,9,train
332,332,Prompt-Black.ttf,U,20,SANS_SERIF,0,30,704,-15,699,1,21,train
333,333,Prompt-Black.ttf,V,21,SANS_SERIF,0,15,799,0,699,1,8,train
334,334,Prompt-Black.ttf,W,22,SANS_SERIF,0,15,973,0,699,1,14,train
335,335,Prompt-Black.ttf,X,23,SANS_SERIF,0,15,791,0,699,1,13,train
336,336,Prompt-Black.ttf,Y,24,SANS_SERIF,0,15,768,0,699,1,10,train
337,337,Prompt-Black.ttf,Z,25,SANS_SERIF,0,15,597,0,699,1,11,train
338,338,Prompt-BlackItalic.ttf,A,0,SANS_SERIF,0,-39,745,0,699,2,9,train
339,339,Prompt-BlackItalic.ttf,B,1,SANS_SERIF,0,-19,700,0,699,3,21,train
340,340,Prompt-BlackItalic.ttf,C,2,SANS_SERIF,0,25,733,-15,714,1,31,train
341,341,Prompt-BlackItalic.ttf,D,3,SANS_SERIF,0,-19,718,0,699,2,13,train
342,342,Prompt-BlackItalic.ttf,E,4,SANS_SERIF,0,-19,647,0,699,1,13,train
343,343,Prompt-BlackItalic.ttf,F,5,SANS_SERIF,0,-19,647,0,699,1,11,train
344,344,Prompt-BlackItalic.ttf,G,6,SANS_SERIF,0,25,733,-15,714,1,35,train
345,345,Prompt-BlackItalic.ttf,H,7,SANS_SERIF,0,-19,795,0,699,1,13,train
346,346,Prompt-BlackItalic.ttf,I,8,SANS_SERIF,0,-19,366,0,699,1,5,train
347,347,Prompt-BlackItalic.ttf,J,9,SANS_SERIF,0,-56,473,-15,699,1,16,train
348,348,Prompt-BlackItalic.ttf,K,10,SANS_SERIF,0,-19,834,0,699,1,12,train
349,349,Prompt-BlackItalic.ttf,L,11,SANS_SERIF,0,-19,521,0,699,1,7,train
350,350,Prompt-BlackItalic.ttf,M,12,SANS_SERIF,0,-19,901,0,699,1,14,train
351,351,Prompt-BlackItalic.ttf,N,13,SANS_SERIF,0,-19,773,0,699,1,11,train
352,352,Prompt-BlackItalic.ttf,O,14,SANS_SERIF,0,26,803,-15,714,2,21,train
353,353,Prompt-BlackItalic.ttf,P,15,SANS_SERIF,0,-19,700,0,699,2,14,train
354,354,Prompt-BlackItalic.ttf,Q,16,SANS_SERIF,0,26,806,0,714,2,23,train
355,355,Prompt-BlackItalic.ttf,R,17,SANS_SERIF,0,-19,700,0,699,2,17,train
356,356,Prompt-BlackItalic.ttf,S,18,SANS_SERIF,0,-32,610,-15,714,1,44,train
357,357,Prompt-BlackItalic.ttf,T,19,SANS_SERIF,0,52,689,0,699,1,9,train
358,358,Prompt-BlackItalic.ttf,U,20,SANS_SERIF,0,33,798,-15,699,1,23,train
359,359,Prompt-BlackItalic.ttf,V,21,SANS_SERIF,0,109,893,0,699,1,8,train
360,360,Prompt-BlackItalic.ttf,W,22,SANS_SERIF,0,109,1067,0,699,1,14,train
361,361,Prompt-BlackItalic.ttf,X,23,SANS_SERIF,0,-39,880,0,699,1,13,train
362,362,Prompt-BlackItalic.ttf,Y,24,SANS_SERIF,0,109,862,0,699,1,10,train
363,363,Prompt-BlackItalic.ttf,Z,25,SANS_SERIF,0,-39,666,0,699,1,11,train
364,364,Prompt-SemiBold.ttf,A,0,SANS_SERIF,0,32,740,0,699,2,9,train
365,365,Prompt-SemiBold.ttf,B,1,SANS_SERIF,0,52,628,0,699,3,17,train
366,366,Prompt-SemiBold.ttf,C,2,SANS_SERIF,0,32,660,-15,714,1,27,train
367,367,Prompt-SemiBold.ttf,D,3,SANS_SERIF,0,52,671,0,699,2,11,train
368,368,Prompt-SemiBold.ttf,E,4,SANS_SERIF,0,52,537,0,699,1,13,train
369,369,Prompt-SemiBold.ttf,F,5,SANS_SERIF,0,52,537,0,699,1,11,train
370,370,Prompt-SemiBold.ttf,G,6,SANS_SERIF,0,32,671,-15,714,1,33,train
371,371,Prompt-SemiBold.ttf,H,7,SANS_SERIF,0,52,661,0,699,1,13,train
372,372,Prompt-SemiBold.ttf,I,8,SANS_SERIF,0,52,204,0,699,1,5,train
373,373,Prompt-SemiBold.ttf,J,9,SANS_SERIF,0,12,337,-15,699,1,17,train
374,374,Prompt-SemiBold.ttf,K,10,SANS_SERIF,0,52,669,0,699,1,12,train
375,375,Prompt-SemiBold.ttf,L,11,SANS_SERIF,0,52,524,0,699,1,7,train
376,376,Prompt-SemiBold.ttf,M,12,SANS_SERIF,0,52,782,0,699,1,14,train
377,377,Prompt-SemiBold.ttf,N,13,SANS_SERIF,0,52,644,0,699,1,11,train
378,378,Prompt-SemiBold.ttf,O,14,SANS_SERIF,0,32,778,-15,714,2,17,train
379,379,Prompt-SemiBold.ttf,P,15,SANS_SERIF,0,52,607,0,699,2,12,train
380,380,Prompt-SemiBold.ttf,Q,16,SANS_SERIF,0,32,793,0,714,2,19,train
381,381,Prompt-SemiBold.ttf,R,17,SANS_SERIF,0,52,607,0,699,2,15,train
382,382,Prompt-SemiBold.ttf,S,18,SANS_SERIF,0,32,535,-15,714,1,42,train
383,383,Prompt-SemiBold.ttf,T,19,SANS_SERIF,0,15,575,0,699,1,9,train
384,384,Prompt-SemiBold.ttf,U,20,SANS_SERIF,0,47,663,-15,699,1,19,train
385,385,Prompt-SemiBold.ttf,V,21,SANS_SERIF,0,32,740,0,699,1,8,train
386,386,Prompt-SemiBold.ttf,W,22,SANS_SERIF,0,32,960,0,699,1,14,train
387,387,Prompt-SemiBold.ttf,X,23,SANS_SERIF,0,32,718,0,699,1,13,train
388,388,Prompt-SemiBold.ttf,Y,24,SANS_SERIF,0,32,699,0,699,1,10,train
389,389,Prompt-SemiBold.ttf,Z,25,SANS_SERIF,0,32,582,0,699,1,11,train
390,390,Prompt-Medium.ttf,A,0,SANS_SERIF,0,40,722,0,699,2,9,train
391,391,Prompt-Medium.ttf,B,1,SANS_SERIF,0,60,618,0,699,3,16,train
392,392,Prompt-Medium.ttf,C,2,SANS_SERIF,0,40,664,-15,714,1,28,train
393,393,Prompt-Medium.ttf,D,3,SANS_SERIF,0,60,666,0,699,2,11,train
394,394,Prompt-Medium.ttf,E,4,SANS_SERIF,0,60,533,0,699,1,13,train
395,395,Prompt-Medium.ttf,F,5,SANS_SERIF,0,60,533,0,699,1,11,train
396,396,Prompt-Medium.ttf,G,6,SANS_SERIF,0,40,673,-15,714,1,33,train
397,397,Prompt-Medium.ttf,H,7,SANS_SERIF,0,60,649,0,699,1,13,train
398,398,Prompt-Medium.ttf,I,8,SANS_SERIF,0,60,187,0,699,1,5,train
399,399,Prompt-Medium.ttf,J,9,SANS_SERIF,0,20,326,-15,699,1,15,train
400,400,Prompt-Medium.ttf,K,10,SANS_SERIF,0,60,646,0,699,1,12,train
401,401,Prompt-Medium.ttf,L,11,SANS_SERIF,0,60,523,0,699,1,7,train
402,402,Prompt-Medium.ttf,M,12,SANS_SERIF,0,60,776,0,699,1,14,train
403,403,Prompt-Medium.ttf,N,13,SANS_SERIF,0,60,634,0,699,1,11,train
404,404,Prompt-Medium.ttf,O,14,SANS_SERIF,0,40,781,-15,714,2,17,train
405,405,Prompt-Medium.ttf,P,15,SANS_SERIF,0,60,594,0,699,2,12,train
406,406,Prompt-Medium.ttf,Q,16,SANS_SERIF,0,40,794,0,714,2,19,train
407,407,Prompt-Medium.ttf,R,17,SANS_SERIF,0,60,594,0,699,2,15,train
408,408,Prompt-Medium.ttf,S,18,SANS_SERIF,0,40,527,-15,714,1,42,train
409,409,Prompt-Medium.ttf,T,19,SANS_SERIF,0,20,569,0,699,1,9,train
410,410,Prompt-Medium.ttf,U,20,SANS_SERIF,0,55,652,-15,699,1,19,train
411,411,Prompt-Medium.ttf,V,21,SANS_SERIF,0,40,722,0,699,1,8,train
412,412,Prompt-Medium.ttf,W,22,SANS_SERIF,0,40,954,0,699,1,14,train
413,413,Prompt-Medium.ttf,X,23,SANS_SERIF,0,40,702,0,699,1,13,train
414,414,Prompt-Medium.ttf,Y,24,SANS_SERIF,0,40,674,0,699,1,10,train
415,415,Prompt-Medium.ttf,Z,25,SANS_SERIF,0,40,579,0,699,1,11,train
416,416,Prompt-Regular.ttf,A,0,SANS_SERIF,0,45,701,0,699,2,9,train
417,417,Prompt-Regular.ttf,B,1,SANS_SERIF,0,65,604,0,699,3,16,train
418,418,Prompt-Regular.ttf,C,2,SANS_SERIF,0,45,665,-15,714,1,28,train
419,419,Prompt-Regular.ttf,D,3,SANS_SERIF,0,65,658,0,699,2,11,train
420,420,Prompt-Regular.ttf,E,4,SANS_SERIF,0,65,526,0,699,1,13,train
421,421,Prompt-Regular.ttf,F,5,SANS_SERIF,0,65,526,0,699,1,11,train
422,422,Prompt-Regular.ttf,G,6,SANS_SERIF,0,45,671,-15,714,1,32,train
423,423,Prompt-Regular.ttf,H,7,SANS_SERIF,0,65,634,0,699,1,13,train
424,424,Prompt-Regular.ttf,I,8,SANS_SERIF,0,65,168,0,699,1,5,train
425,425,Prompt-Regular.ttf,J,9,SANS_SERIF,0,25,313,-15,699,1,16,train
426,426,Prompt-Regular.ttf,K,10,SANS_SERIF,0,65,635,0,699,2,7,train
427,427,Prompt-Regular.ttf,L,11,SANS_SERIF,0,65,521,0,699,1,7,train
428,428,Prompt-Regular.ttf,M,12,SANS_SERIF,0,65,767,0,699,1,14,train
429,429,Prompt-Regular.ttf,N,13,SANS_SERIF,0,65,621,0,699,1,11,train
430,430,Prompt-Regular.ttf,O,14,SANS_SERIF,0,45,781,-15,714,2,17,train
431,431,Prompt-Regular.ttf,P,15,SANS_SERIF,0,65,578,0,699,2,12,train
432,432,Prompt-Regular.ttf,Q,16,SANS_SERIF,0,45,792,0,714,2,19,train
433,433,Prompt-Regular.ttf,R,17,SANS_SERIF,0,65,578,0,699,2,15,train
434,434,Prompt-Regular.ttf,S,18,SANS_SERIF,0,45,516,-15,714,1,40,train
435,435,Prompt-Regular.ttf,T,19,SANS_SERIF,0,25,562,0,699,1,9,train
436,436,Prompt-Regular.ttf,U,20,SANS_SERIF,0,60,637,-15,699,1,19,train
437,437,Prompt-Regular.ttf,V,21,SANS_SERIF,0,45,701,0,699,1,8,train
438,438,Prompt-Regular.ttf,W,22,SANS_SERIF,0,45,956,0,699,1,14,train
439,439,Prompt-Regular.ttf,X,23,SANS_SERIF,0,46,686,0,699,1,13,train
440,440,Prompt-Regular.ttf,Y,24,SANS_SERIF,0,45,655,0,699,1,10,train
441,441,Prompt-Regular.ttf,Z,25,SANS_SERIF,0,45,573,0,699,1,11,train
442,442,Prompt-Light.ttf,A,0,SANS_SERIF,0,50,681,0,699,2,9,train
443,443,Prompt-Light.ttf,B,1,SANS_SERIF,0,70,591,0,699,3,16,train
444,444,Prompt-Light.ttf,C,2,SANS_SERIF,0,50,666,-15,714,1,28,train
445,445,Prompt-Light.ttf,D,3,SANS_SERIF,0,70,651,0,699,2,11,train
446,446,Prompt-Light.ttf,E,4,SANS_SERIF,0,70,520,0,699,1,13,train
447,447,Prompt-Light.ttf,F,5,SANS_SERIF,0,70,520,0,699,1,11,train
448,448,Prompt-Light.ttf,G,6,SANS_SERIF,0,50,670,-15,714,1,33,train
449,449,Prompt-Light.ttf,H,7,SANS_SERIF,0,70,620,0,699,1,13,train
450,450,Prompt-Light.ttf,I,8,SANS_SERIF,0,71,149,0,699,1,5,train
451,451,Prompt-Light.ttf,J,9,SANS_SERIF,0,30,301,-15,699,1,16,train
452,452,Prompt-Light.ttf,K,10,SANS_SERIF,0,70,625,0,699,2,7,train
453,453,Prompt-Light.ttf,L,11,SANS_SERIF,0,70,520,0,699,1,7,train
454,454,Prompt-Light.ttf,M,12,SANS_SERIF,0,70,758,0,699,1,14,train
455,455,Prompt-Light.ttf,N,13,SANS_SERIF,0,70,608,0,699,1,11,train
456,456,Prompt-Light.ttf,O,14,SANS_SERIF,0,50,782,-15,714,2,17,train
457,457,Prompt-Light.ttf,P,15,SANS_SERIF,0,70,562,0,699,2,12,train
458,458,Prompt-Light.ttf,Q,16,SANS_SERIF,0,50,790,0,714,2,19,train
459,459,Prompt-Light.ttf,R,17,SANS_SERIF,0,70,562,0,699,2,15,train
460,460,Prompt-Light.ttf,S,18,SANS_SERIF,0,50,505,-15,714,1,41,train
461,461,Prompt-Light.ttf,T,19,SANS_SERIF,0,30,556,0,699,1,9,train
462,462,Prompt-Light.ttf,U,20,SANS_SERIF,0,65,623,-15,699,1,19,train
463,463,Prompt-Light.ttf,V,21,SANS_SERIF,0,50,681,0,699,1,8,train
464,464,Prompt-Light.ttf,W,22,SANS_SERIF,0,50,959,0,699,1,14,train
465,465,Prompt-Light.ttf,X,23,SANS_SERIF,0,52,671,0,699,1,13,train
466,466,Prompt-Light.ttf,Y,24,SANS_SERIF,0,50,636,0,699,1,10,train
467,467,Prompt-Light.ttf,Z,25,SANS_SERIF,0,50,567,0,699,1,11,train
468,468,Prompt-SemiBoldItalic.ttf,A,0,SANS_SERIF,0,-18,690,0,699,2,9,train
469,469,Prompt-SemiBoldItalic.ttf,B,1,SANS_SERIF,0,2,667,0,699,3,19,train
470,470,Prompt-SemiBoldItalic.ttf,C,2,SANS_SERIF,0,46,739,-15,714,1,31,train
471,471,Prompt-SemiBoldItalic.ttf,D,3,SANS_SERIF,0,2,704,0,699,2,12,train
472,472,Prompt-SemiBoldItalic.ttf,E,4,SANS_SERIF,0,2,635,0,699,1,13,train
473,473,Prompt-SemiBoldItalic.ttf,F,5,SANS_SERIF,0,2,635,0,699,1,11,train
474,474,Prompt-SemiBoldItalic.ttf,G,6,SANS_SERIF,0,46,740,-15,714,1,34,train
475,475,Prompt-SemiBoldItalic.ttf,H,7,SANS_SERIF,0,2,759,0,699,1,13,train
476,476,Prompt-SemiBoldItalic.ttf,I,8,SANS_SERIF,0,2,302,0,699,1,5,train
477,477,Prompt-SemiBoldItalic.ttf,J,9,SANS_SERIF,0,-37,435,-15,699,1,17,train
478,478,Prompt-SemiBoldItalic.ttf,K,10,SANS_SERIF,0,2,747,0,699,1,12,train
479,479,Prompt-SemiBoldItalic.ttf,L,11,SANS_SERIF,0,2,500,0,699,1,7,train
480,480,Prompt-SemiBoldItalic.ttf,M,12,SANS_SERIF,0,2,880,0,699,1,14,train
481,481,Prompt-SemiBoldItalic.ttf,N,13,SANS_SERIF,0,2,742,0,699,1,11,train
482,482,Prompt-SemiBoldItalic.ttf,O,14,SANS_SERIF,0,47,811,-15,714,2,21,train
483,483,Prompt-SemiBoldItalic.ttf,P,15,SANS_SERIF,0,2,660,0,699,2,14,train
484,484,Prompt-SemiBoldItalic.ttf,Q,16,SANS_SERIF,0,46,811,0,714,2,22,train
485,485,Prompt-SemiBoldItalic.ttf,R,17,SANS_SERIF,0,2,662,0,699,2,17,train
486,486,Prompt-SemiBoldItalic.ttf,S,18,SANS_SERIF,0,-12,590,-15,714,1,46,train
487,487,Prompt-SemiBoldItalic.ttf,T,19,SANS_SERIF,0,86,673,0,699,1,9,train
488,488,Prompt-SemiBoldItalic.ttf,U,20,SANS_SERIF,0,48,761,-15,699,1,24,train
489,489,Prompt-SemiBoldItalic.ttf,V,21,SANS_SERIF,0,130,838,0,699,1,8,train
490,490,Prompt-SemiBoldItalic.ttf,W,22,SANS_SERIF,0,130,1058,0,699,1,14,train
491,491,Prompt-SemiBoldItalic.ttf,X,23,SANS_SERIF,0,-18,813,0,699,1,13,train
492,492,Prompt-SemiBoldItalic.ttf,Y,24,SANS_SERIF,0,130,797,0,699,1,10,train
493,493,Prompt-SemiBoldItalic.ttf,Z,25,SANS_SERIF,0,-18,660,0,699,1,11,train
494,494,Prompt-Bold.ttf,A,0,SANS_SERIF,0,25,758,0,699,2,9,train
495,495,Prompt-Bold.ttf,B,1,SANS_SERIF,0,45,639,0,699,3,17,train
496,496,Prompt-Bold.ttf,C,2,SANS_SERIF,0,25,657,-15,714,1,28,train
497,497,Prompt-Bold.ttf,D,3,SANS_SERIF,0,45,676,0,699,2,11,train
498,498,Prompt-Bold.ttf,E,4,SANS_SERIF,0,45,541,0,699,1,13,train
499,499,Prompt-Bold.ttf,F,5,SANS_SERIF,0,45,541,0,699,1,11,train
500,500,Prompt-Bold.ttf,G,6,SANS_SERIF,0,25,670,-15,714,1,32,train
501,501,Prompt-Bold.ttf,H,7,SANS_SERIF,0,45,673,0,699,1,13,train
502,502,Prompt-Bold.ttf,I,8,SANS_SERIF,0,45,222,0,699,1,5,train
503,503,Prompt-Bold.ttf,J,9,SANS_SERIF,0,5,348,-15,699,1,17,train
504,504,Prompt-Bold.ttf,K,10,SANS_SERIF,0,45,692,0,699,1,12,train
505,505,Prompt-Bold.ttf,L,11,SANS_SERIF,0,45,526,0,699,1,7,train
506,506,Prompt-Bold.ttf,M,12,SANS_SERIF,0,45,789,0,699,1,14,train
507,507,Prompt-Bold.ttf,N,13,SANS_SERIF,0,45,654,0,699,1,11,train
508,508,Prompt-Bold.ttf,O,14,SANS_SERIF,0,25,775,-15,714,2,17,train
509,509,Prompt-Bold.ttf,P,15,SANS_SERIF,0,45,621,0,699,2,12,train
510,510,Prompt-Bold.ttf,Q,16,SANS_SERIF,0,25,793,0,714,2,19,train
511,511,Prompt-Bold.ttf,R,17,SANS_SERIF,0,45,621,0,699,2,15,train
512,512,Prompt-Bold.ttf,S,18,SANS_SERIF,0,25,544,-15,714,1,41,train
513,513,Prompt-Bold.ttf,T,19,SANS_SERIF,0,10,582,0,699,1,9,train
514,514,Prompt-Bold.ttf,U,20,SANS_SERIF,0,40,675,-15,699,1,19,train
515,515,Prompt-Bold.ttf,V,21,SANS_SERIF,0,25,758,0,699,1,8,train
516,516,Prompt-Bold.ttf,W,22,SANS_SERIF,0,25,967,0,699,1,14,train
517,517,Prompt-Bold.ttf,X,23,SANS_SERIF,0,25,734,0,699,1,13,train
518,518,Prompt-Bold.ttf,Y,24,SANS_SERIF,0,25,725,0,699,1,10,train
519,519,Prompt-Bold.ttf,Z,25,SANS_SERIF,0,25,586,0,699,1,11,train
520,520,Prompt-MediumItalic.ttf,A,0,SANS_SERIF,0,-10,672,0,699,2,9,train
521,521,Prompt-MediumItalic.ttf,B,1,SANS_SERIF,0,10,657,0,699,3,20,train
522,522,Prompt-MediumItalic.ttf,C,2,SANS_SERIF,0,56,743,-15,714,1,31,train
523,523,Prompt-MediumItalic.ttf,D,3,SANS_SERIF,0,10,698,0,699,2,13,train
524,524,Prompt-MediumItalic.ttf,E,4,SANS_SERIF,0,10,631,0,699,1,13,train
525,525,Prompt-MediumItalic.ttf,F,5,SANS_SERIF,0,10,631,0,699,1,11,train
526,526,Prompt-MediumItalic.ttf,G,6,SANS_SERIF,0,54,742,-15,714,1,35,train
527,527,Prompt-MediumItalic.ttf,H,7,SANS_SERIF,0,10,747,0,699,1,13,train
528,528,Prompt-MediumItalic.ttf,I,8,SANS_SERIF,0,10,285,0,699,1,5,train
529,529,Prompt-MediumItalic.ttf,J,9,SANS_SERIF,0,-30,424,-15,699,1,17,train
530,530,Prompt-MediumItalic.ttf,K,10,SANS_SERIF,0,10,724,0,699,1,12,train
531,531,Prompt-MediumItalic.ttf,L,11,SANS_SERIF,0,10,495,0,699,1,7,train
532,532,Prompt-MediumItalic.ttf,M,12,SANS_SERIF,0,10,874,0,699,1,14,train
533,533,Prompt-MediumItalic.ttf,N,13,SANS_SERIF,0,10,732,0,699,1,11,train
534,534,Prompt-MediumItalic.ttf,O,14,SANS_SERIF,0,54,814,-15,714,2,21,train
535,535,Prompt-MediumItalic.ttf,P,15,SANS_SERIF,0,10,649,0,699,2,14,train
536,536,Prompt-MediumItalic.ttf,Q,16,SANS_SERIF,0,56,815,0,714,2,23,train
537,537,Prompt-MediumItalic.ttf,R,17,SANS_SERIF,0,10,652,0,699,2,17,train
538,538,Prompt-MediumItalic.ttf,S,18,SANS_SERIF,0,-5,584,-15,714,1,47,train
539,539,Prompt-MediumItalic.ttf,T,19,SANS_SERIF,0,96,667,0,699,1,9,train
540,540,Prompt-MediumItalic.ttf,U,20,SANS_SERIF,0,55,750,-15,699,1,23,train
541,541,Prompt-MediumItalic.ttf,V,21,SANS_SERIF,0,138,820,0,699,1,8,train
542,542,Prompt-MediumItalic.ttf,W,22,SANS_SERIF,0,138,1052,0,699,1,14,train
543,543,Prompt-MediumItalic.ttf,X,23,SANS_SERIF,0,-10,795,0,699,1,13,train
544,544,Prompt-MediumItalic.ttf,Y,24,SANS_SERIF,0,138,772,0,699,1,10,train
545,545,Prompt-MediumItalic.ttf,Z,25,SANS_SERIF,0,-10,659,0,699,1,11,train
546,546,NanumMyeongjo-ExtraBold.ttf,A,0,HANDWRITING,1,6,729,-2,781,2,41,train
547,547,NanumMyeongjo-ExtraBold.ttf,B,1,HANDWRITING,1,25,597,-2,752,3,44,train
548,548,NanumMyeongjo-ExtraBold.ttf,C,2,HANDWRITING,1,48,713,-18,768,1,39,train
549,549,NanumMyeongjo-ExtraBold.ttf,D,3,HANDWRITING,1,19,748,-2,752,2,34,train
550,550,NanumMyeongjo-ExtraBold.ttf,E,4,HANDWRITING,1,22,623,-2,752,1,64,train
551,551,NanumMyeongjo-ExtraBold.ttf,F,5,HANDWRITING,1,22,546,-3,753,1,57,train
552,552,NanumMyeongjo-ExtraBold.ttf,G,6,HANDWRITING,1,50,788,-18,768,1,58,train
553,553,NanumMyeongjo-ExtraBold.ttf,H,7,HANDWRITING,1,15,840,-4,755,1,77,train
554,554,NanumMyeongjo-ExtraBold.ttf,I,8,HANDWRITING,1,12,312,-4,755,1,39,train
555,555,NanumMyeongjo-ExtraBold.ttf,J,9,HANDWRITING,1,-58,373,-226,755,1,42,train
556,556,NanumMyeongjo-ExtraBold.ttf,K,10,HANDWRITING,1,15,726,-4,754,1,74,train
557,557,NanumMyeongjo-ExtraBold.ttf,L,11,HANDWRITING,1,27,618,-2,755,1,45,train
558,558,NanumMyeongjo-ExtraBold.ttf,M,12,HANDWRITING,1,14,1018,-8,757,1,64,train
559,559,NanumMyeongjo-ExtraBold.ttf,N,13,HANDWRITING,1,5,852,-12,754,1,53,train
560,560,NanumMyeongjo-ExtraBold.ttf,O,14,HANDWRITING,1,50,808,-18,768,2,23,train
561,561,NanumMyeongjo-ExtraBold.ttf,P,15,HANDWRITING,1,14,545,-3,753,2,44,train
562,562,NanumMyeongjo-ExtraBold.ttf,Q,16,HANDWRITING,1,50,834,-156,768,2,32,train
563,563,NanumMyeongjo-ExtraBold.ttf,R,17,HANDWRITING,1,27,733,-4,753,2,59,train
564,564,NanumMyeongjo-ExtraBold.ttf,S,18,HANDWRITING,1,32,483,-18,768,1,57,train
565,565,NanumMyeongjo-ExtraBold.ttf,T,19,HANDWRITING,1,2,672,-3,754,1,41,train
566,566,NanumMyeongjo-ExtraBold.ttf,U,20,HANDWRITING,1,1,738,-18,756,1,57,train
567,567,NanumMyeongjo-ExtraBold.ttf,V,21,HANDWRITING,1,-4,745,-18,755,1,40,train
568,568,NanumMyeongjo-ExtraBold.ttf,W,22,HANDWRITING,1,-6,1040,-18,755,1,83,train
569,569,NanumMyeongjo-ExtraBold.ttf,X,23,HANDWRITING,1,13,785,-4,755,1,77,train
570,570,NanumMyeongjo-ExtraBold.ttf,Y,24,HANDWRITING,1,12,724,-3,755,1,54,train
